流水序,教育部字號,Unicode,常用字
01923,A01923,683d,栽
01924,A01924,67f4,柴
01925,A01925,6850,桐
01926,A01926,6840,桀
01927,A01927,683c,格
01928,A01928,6843,桃
01929,A01929,682a,株
01930,A01930,6845,桅
01931,A01931,6813,栓
01932,A01932,6881,梁
01933,A01933,68af,梯
01934,A01934,68a2,梢
01935,A01935,6893,梓
01936,A01936,68b5,梵
01937,A01937,687f,桿
01938,A01938,6876,桶
01939,A01939,68b1,梱
01940,A01940,68a7,梧
01941,A01941,6897,梗
01942,A01942,68b0,械
01943,A01943,6883,梃
01944,A01944,68c4,棄
01945,A01945,68ad,梭
01946,A01946,6886,梆
01947,A01947,6885,梅
01948,A01948,6894,梔
01949,A01949,689d,條
01950,A01950,68a8,梨
01951,A01951,689f,梟
01952,A01952,68fa,棺
01953,A01953,68d5,棕
01954,A01954,68e0,棠
01955,A01955,68d8,棘
01956,A01956,68d7,棗
01957,A01957,6905,椅
01958,A01958,68df,棟
01959,A01959,68f5,棵
01960,A01960,68ee,森
01961,A01961,68e7,棧
01962,A01962,68f9,棹
01963,A01963,68d2,棒
01964,A01964,68f2,棲
01965,A01965,68e3,棣
01966,A01966,68cb,棋
01967,A01967,68cd,棍
01968,A01968,690d,植
01969,A01969,6912,椒
01970,A01970,690e,椎
01971,A01971,68c9,棉
01972,A01972,68da,棚
01973,A01973,6994,榔
01974,A01974,696d,業
01975,A01975,695a,楚
01976,A01976,6977,楷
01977,A01977,6960,楠
01978,A01978,6954,楔
01979,A01979,6975,極
01980,A01980,6930,椰
01981,A01981,6982,概
01982,A01982,694a,楊
01983,A01983,6968,楨
01984,A01984,696b,楫
01985,A01985,695e,楞
01986,A01986,6953,楓
01987,A01987,6979,楹
01988,A01988,6986,榆
01989,A01989,699c,榜
01990,A01990,69a8,榨
01991,A01991,6995,榕
01992,A01992,69c1,槁
01993,A01993,69ae,榮
01994,A01994,69d3,槓
01995,A01995,69cb,構
01996,A01996,699b,榛
01997,A01997,69b7,榷
01998,A01998,69bb,榻
01999,A01999,69ab,榫
02000,A02000,69b4,榴
02001,A02001,69d0,槐
02002,A02002,69cd,槍
02003,A02003,69ad,榭
02004,A02004,69cc,槌
02005,A02005,6a23,樣
02006,A02006,6a1f,樟
02007,A02007,69e8,槨
02008,A02008,6a01,樁
02009,A02009,6a1e,樞
02010,A02010,6a19,標
02011,A02011,69fd,槽
02012,A02012,6a21,模
02013,A02013,6a13,樓
02014,A02014,6a0a,樊
02015,A02015,69f3,槳
02016,A02016,6a02,樂
02017,A02017,6a05,樅
02018,A02018,6a3d,樽
02019,A02019,6a38,樸
02020,A02020,6a3a,樺
02021,A02021,6a59,橙
02022,A02022,6a6b,橫
02023,A02023,6a58,橘
02024,A02024,6a39,樹
02025,A02025,6a44,橄
02026,A02026,6a62,橢
02027,A02027,6a61,橡
02028,A02028,6a4b,橋
02029,A02029,6a47,橇
02030,A02030,6a35,樵
02031,A02031,6a5f,機
02032,A02032,6a80,檀
02033,A02033,6a94,檔
02034,A02034,6a84,檄
02035,A02035,6aa2,檢
02036,A02036,6a9c,檜
02037,A02037,6adb,櫛
02038,A02038,6ab3,檳
02039,A02039,6aac,檬
02040,A02040,6ac3,櫃
02041,A02041,6abb,檻
02042,A02042,6ab8,檸
02043,A02043,6ac2,櫂
02044,A02044,6ae5,櫥
02045,A02045,6add,櫝
02046,A02046,6ada,櫚
02047,A02047,6ad3,櫓
02048,A02048,6afb,櫻
02049,A02049,6b04,欄
02050,A02050,6b0a,權
02051,A02051,6b16,欖
02052,A02052,6b20,欠
02053,A02053,6b21,次
02054,A02054,6b23,欣
02055,A02055,6b32,欲
02056,A02056,6b3e,款
02057,A02057,6b3a,欺
02058,A02058,6b3d,欽
02059,A02059,6b47,歇
02060,A02060,6b49,歉
02061,A02061,6b4c,歌
02062,A02062,6b50,歐
02063,A02063,6b59,歙
02064,A02064,6b5f,歟
02065,A02065,6b61,歡
02066,A02066,6b62,止
02067,A02067,6b63,正
02068,A02068,6b64,此
02069,A02069,6b65,步
02070,A02070,6b66,武
02071,A02071,6b67,歧
02072,A02072,6b6a,歪
02073,A02073,6b72,歲
02074,A02074,6b77,歷
02075,A02075,6b78,歸
02076,A02076,6b79,歹
02077,A02077,6b7b,死
02078,A02078,6b7f,歿
02079,A02079,6b83,殃
02080,A02080,6b86,殆
02081,A02081,6b8a,殊
02082,A02082,6b89,殉
02083,A02083,6b98,殘
02084,A02084,6b96,殖
02085,A02085,6ba4,殤
02086,A02086,6bae,殮
02087,A02087,6baf,殯
02088,A02088,6bb2,殲
02089,A02089,6bb5,段
02090,A02090,6bb7,殷
02091,A02091,6bba,殺
02092,A02092,6bbc,殼
02093,A02093,6bc0,毀
02094,A02094,6bbf,殿
02095,A02095,6bc5,毅
02096,A02096,6bc6,毆
02097,A02097,6bcb,毋
02098,A02098,6bcd,母
02099,A02099,6bcf,每
02100,A02100,6bd2,毒
02101,A02101,6bd3,毓
02102,A02102,6bd4,比
02103,A02103,6bd7,毗
02104,A02104,6bdb,毛
02105,A02105,6beb,毫
02106,A02106,6bef,毯
02107,A02107,6bfd,毽
02108,A02108,6c0f,氏
02109,A02109,6c11,民
02110,A02110,6c10,氐
02111,A02111,6c13,氓
02112,A02112,6c16,氖
02113,A02113,6c1b,氛
02114,A02114,6c1f,氟
02115,A02115,6c23,氣
02116,A02116,6c27,氧
02117,A02117,6c28,氨
02118,A02118,6c26,氦
02119,A02119,6c24,氤
02120,A02120,6c2b,氫
02121,A02121,6c2e,氮
02122,A02122,6c2f,氯
02123,A02123,6c33,氳
02124,A02124,6c34,水
02125,A02125,6c38,永
02126,A02126,6c41,汁
02127,A02127,6c40,汀
02128,A02128,6c3e,氾
02129,A02129,6c42,求
02130,A02130,6c5d,汝
02131,A02131,6c57,汗
02132,A02132,6c59,汙
02133,A02133,6c5f,江
02134,A02134,6c60,池
02135,A02135,6c50,汐
02136,A02136,6c55,汕
02137,A02137,6c5e,汞
02138,A02138,6c99,沙
02139,A02139,6c81,沁
02140,A02140,6c88,沈
02141,A02141,6c89,沉
02142,A02142,6c85,沅
02143,A02143,6c9b,沛
02144,A02144,6c6a,汪
02145,A02145,6c7a,決
02146,A02146,6c90,沐
02147,A02147,6c70,汰
02148,A02148,6c8c,沌
02149,A02149,6c69,汨
02150,A02150,6c96,沖
02151,A02151,6c92,沒
02152,A02152,6c7d,汽
02153,A02153,6c83,沃
02154,A02154,6c72,汲
02155,A02155,6c7e,汾
02156,A02156,6ce3,泣
02157,A02157,6ce8,注
02158,A02158,6cf3,泳
02159,A02159,6cb1,沱
02160,A02160,6ccc,泌
02161,A02161,6ce5,泥
02162,A02162,6cb3,河
02163,A02163,6cbd,沽
02164,A02164,6cbe,沾
02165,A02165,6cbc,沼
02166,A02166,6ce2,波
02167,A02167,6cab,沫
02168,A02168,6cd5,法
02169,A02169,6cd3,泓
02170,A02170,6cb8,沸
02171,A02171,6cc4,泄
02172,A02172,6cb9,油
02173,A02173,6cc1,況
02174,A02174,6cae,沮
02175,A02175,6cd7,泗
02176,A02176,6cc5,泅
02177,A02177,6cf1,泱
02178,A02178,6cbf,沿
02179,A02179,6cbb,治
02180,A02180,6ce1,泡
02181,A02181,6cdb,泛
02182,A02182,6cca,泊
02183,A02183,6cc9,泉
02184,A02184,6cf0,泰
02185,A02185,6d0b,洋
02186,A02186,6d32,洲
02187,A02187,6d2a,洪
02188,A02188,6d41,流
02189,A02189,6d25,津
02190,A02190,6d0c,洌
02191,A02191,6d31,洱
02192,A02192,6d1e,洞
02193,A02193,6d17,洗
02194,A02194,6d3b,活
02195,A02195,6d3d,洽
02196,A02196,6d3e,派
02197,A02197,6d36,洶
02198,A02198,6d1b,洛
02199,A02199,6d6a,浪
02200,A02200,6d95,涕
02201,A02201,6d88,消
02202,A02202,6d87,涇
02203,A02203,6d66,浦
02204,A02204,6d78,浸
02205,A02205,6d77,海
02206,A02206,6d59,浙
02207,A02207,6d93,涓
02208,A02208,6d6c,浬
02209,A02209,6d89,涉
02210,A02210,6d6e,浮
02211,A02211,6d5a,浚
02212,A02212,6d74,浴
02213,A02213,6d69,浩
02214,A02214,6d8e,涎
02215,A02215,6dbc,涼
02216,A02216,6df3,淳
02217,A02217,6dd9,淙
02218,A02218,6db2,液
02219,A02219,6de1,淡
02220,A02220,6dcc,淌
02221,A02221,6de4,淤
02222,A02222,6dfb,添
02223,A02223,6dfa,淺
02224,A02224,6e05,清
02225,A02225,6dc7,淇
02226,A02226,6dcb,淋
02227,A02227,6daf,涯
02228,A02228,6dd1,淑
02229,A02229,6dae,涮
02230,A02230,6dde,淞
02231,A02231,6df9,淹
02232,A02232,6db8,涸
02233,A02233,6df7,混
02234,A02234,6df5,淵
02235,A02235,6dc5,淅
02236,A02236,6dd2,淒
02237,A02237,6e1a,渚
02238,A02238,6db5,涵
02239,A02239,6dda,淚
02240,A02240,6deb,淫
02241,A02241,6dd8,淘
02242,A02242,6dea,淪
02243,A02243,6df1,深
02244,A02244,6dee,淮
02245,A02245,6de8,淨
02246,A02246,6dc6,淆
02247,A02247,6dc4,淄
02248,A02248,6e2f,港
02249,A02249,6e38,游
02250,A02250,6e54,湔
02251,A02251,6e21,渡
02252,A02252,6e32,渲
02253,A02253,6e67,湧
02254,A02254,6e4a,湊
02255,A02255,6e20,渠
02256,A02256,6e25,渥
02257,A02257,6e23,渣
02258,A02258,6e1b,減
02259,A02259,6e5b,湛
02260,A02260,6e58,湘
02261,A02261,6e24,渤
02262,A02262,6e56,湖
02263,A02263,6e6e,湮
02264,A02264,6e2d,渭
02265,A02265,6e26,渦
02266,A02266,6e6f,湯
02267,A02267,6e34,渴
02268,A02268,6e4d,湍
02269,A02269,6e3a,渺
02270,A02270,6e2c,測
02271,A02271,6e43,湃
02272,A02272,6e1d,渝
02273,A02273,6e3e,渾
02274,A02274,6ecb,滋
02275,A02275,6e89,溉
02276,A02276,6e19,渙
02277,A02277,6ea2,溢
02278,A02278,6eaf,溯
02279,A02279,6ed3,滓
02280,A02280,6eb6,溶
02281,A02281,6ec2,滂
02282,A02282,6e90,源
02283,A02283,6e9d,溝
02284,A02284,6ec7,滇
02285,A02285,6ec5,滅
02286,A02286,6ea5,溥
02287,A02287,6e98,溘
02288,A02288,6ebc,溼
02289,A02289,6eba,溺
02290,A02290,6eab,溫
02291,A02291,6ed1,滑
02292,A02292,6e96,準
02293,A02293,6e9c,溜
02294,A02294,6ec4,滄
02295,A02295,6ed4,滔
02296,A02296,6eaa,溪
02297,A02297,6f33,漳
02298,A02298,6f14,演
02299,A02299,6efe,滾
02300,A02300,6f13,漓
02301,A02301,6ef4,滴
02302,A02302,6f29,漩
02303,A02303,6f3e,漾
02304,A02304,6f20,漠
02305,A02305,6f2c,漬
02306,A02306,6f0f,漏
02307,A02307,6f02,漂
02308,A02308,6f22,漢
02309,A02309,6eff,滿
02310,A02310,6eef,滯
02311,A02311,6f06,漆
02312,A02312,6f31,漱
02313,A02313,6f38,漸
02314,A02314,6f32,漲
02315,A02315,6f23,漣
02316,A02316,6f15,漕
02317,A02317,6f2b,漫
02318,A02318,6f2f,漯
02319,A02319,6f88,澈
02320,A02320,6f2a,漪
02321,A02321,6eec,滬
02322,A02322,6f01,漁
02323,A02323,6ef2,滲
02324,A02324,6ecc,滌
02325,A02325,6f3f,漿
02326,A02326,6f7c,潼
02327,A02327,6f84,澄
02328,A02328,6f51,潑
02329,A02329,6f66,潦
02330,A02330,6f54,潔
02331,A02331,6f86,澆
02332,A02332,6f6d,潭
02333,A02333,6f5b,潛
02334,A02334,6f78,潸
02335,A02335,6f6e,潮
02336,A02336,6f8e,澎
02337,A02337,6f7a,潺
02338,A02338,6f70,潰
02339,A02339,6f64,潤
02340,A02340,6f97,澗
02341,A02341,6f58,潘
02342,A02342,6fc2,濂
02343,A02343,6fb1,澱
02344,A02344,6fa1,澡
02345,A02345,6fc3,濃
02346,A02346,6fa4,澤
02347,A02347,6fc1,濁
02348,A02348,6fa7,澧
02349,A02349,6fb3,澳
02350,A02350,6fc0,激
02351,A02351,6fb9,澹
02352,A02352,6fd8,濘
02353,A02353,6ff1,濱
02354,A02354,6fdf,濟
02355,A02355,6fe0,濠
02356,A02356,6fdb,濛
02357,A02357,6fe4,濤
02358,A02358,6feb,濫
02359,A02359,6fef,濯
02360,A02360,6f80,澀
02361,A02361,6fec,濬
02362,A02362,6fe1,濡
02363,A02363,7009,瀉
02364,A02364,700b,瀋
02365,A02365,6ffe,濾
02366,A02366,7006,瀆
02367,A02367,6ffa,濺
02368,A02368,7011,瀑
02369,A02369,700f,瀏
02370,A02370,701b,瀛
02371,A02371,701f,瀟
02372,A02372,7028,瀨
02373,A02373,701a,瀚
02374,A02374,701d,瀝
02375,A02375,7015,瀕
02376,A02376,703e,瀾
02377,A02377,7030,瀰
02378,A02378,704c,灌
02379,A02379,7051,灑
02380,A02380,7058,灘
02381,A02381,7063,灣
02382,A02382,7064,灤
02383,A02383,706b,火
02384,A02384,7070,灰
02385,A02385,7076,灶
02386,A02386,707c,灼
02387,A02387,707d,災
02388,A02388,7078,灸
02389,A02389,7095,炕
02390,A02390,708e,炎
02391,A02391,7092,炒
02392,A02392,708a,炊
02393,A02393,7099,炙
02394,A02394,70ab,炫
02395,A02395,70ba,為
02396,A02396,70b3,炳
02397,A02397,70ac,炬
02398,A02398,70af,炯
02399,A02399,70ad,炭
02400,A02400,70b8,炸
02401,A02401,70ae,炮
02402,A02402,70ca,烊
02403,A02403,70d8,烘
02404,A02404,70e4,烤
02405,A02405,70d9,烙
02406,A02406,70c8,烈
02407,A02407,70cf,烏
02408,A02408,70f9,烹
02409,A02409,7109,焉
02410,A02410,710a,焊
02411,A02411,70fd,烽
02412,A02412,7119,焙
02413,A02413,711a,焚
02414,A02414,7126,焦
02415,A02415,7130,焰
02416,A02416,7121,無
02417,A02417,7136,然
02418,A02418,716e,煮
02419,A02419,714e,煎
02420,A02420,7159,煙
02421,A02421,7169,煩
02422,A02422,7164,煤
02423,A02423,7149,煉
02424,A02424,7167,照
02425,A02425,715c,煜
02426,A02426,716c,煬
02427,A02427,7166,煦
02428,A02428,714c,煌
02429,A02429,7165,煥
02430,A02430,715e,煞
02431,A02431,7194,熔
02432,A02432,7199,熙
02433,A02433,717d,煽
02434,A02434,718a,熊
02435,A02435,7184,熄
02436,A02436,719f,熟
02437,A02437,71ac,熬
02438,A02438,71b1,熱
02439,A02439,71a8,熨
02440,A02440,71be,熾
02441,A02441,71c9,燉
02442,A02442,71d0,燐
02443,A02443,71d2,燒
02444,A02444,71c8,燈
02445,A02445,71d5,燕
02446,A02446,71b9,熹
02447,A02447,71ce,燎
02448,A02448,71d9,燙
02449,A02449,71dc,燜
02450,A02450,71c3,燃
02451,A02451,71c4,燄
02452,A02452,71e7,燧
02453,A02453,71df,營
02454,A02454,71ee,燮
02455,A02455,71e6,燦
02456,A02456,71e5,燥
02457,A02457,71ed,燭
02458,A02458,71ec,燬
02459,A02459,71f4,燴
02460,A02460,71fb,燻
02461,A02461,7206,爆
02462,A02462,720d,爍
02463,A02463,7210,爐
02464,A02464,721b,爛
02465,A02465,7228,爨
02466,A02466,722a,爪
02467,A02467,722c,爬
02468,A02468,722d,爭
02469,A02469,7230,爰
02470,A02470,7235,爵
02471,A02471,7236,父
02472,A02472,7238,爸
02473,A02473,7239,爹
02474,A02474,723a,爺
02475,A02475,723b,爻
02476,A02476,723d,爽
02477,A02477,723e,爾
02478,A02478,7246,牆
02479,A02479,7247,片
02480,A02480,7248,版
02481,A02481,724c,牌
02482,A02482,7252,牒
02483,A02483,7256,牖
02484,A02484,7258,牘
02485,A02485,7259,牙
02486,A02486,725b,牛
02487,A02487,725f,牟
02488,A02488,725d,牝
02489,A02489,7262,牢
02490,A02490,7261,牡
02491,A02491,7260,牠
02492,A02492,7267,牧
02493,A02493,7269,物
02494,A02494,7272,牲
02495,A02495,726f,牯
02496,A02496,7274,牴
02497,A02497,7279,特
02498,A02498,727d,牽
02499,A02499,7281,犁
02500,A02500,7284,犄
02501,A02501,7280,犀
02502,A02502,7292,犒
02503,A02503,7296,犖
02504,A02504,729b,犛
02505,A02505,72a2,犢
02506,A02506,72a7,犧
02507,A02507,72ac,犬
02508,A02508,72af,犯
02509,A02509,72c4,狄
02510,A02510,72c2,狂
02511,A02511,72c0,狀
02512,A02512,72ce,狎
02513,A02513,72d9,狙
02514,A02514,72d7,狗
02515,A02515,72d0,狐
02516,A02516,72e9,狩
02517,A02517,72e0,狠
02518,A02518,72e1,狡
02519,A02519,72fc,狼
02520,A02520,72f9,狹
02521,A02521,72fd,狽
02522,A02522,72f8,狸
02523,A02523,72f7,狷
02524,A02524,731c,猜
02525,A02525,731b,猛
02526,A02526,7316,猖
02527,A02527,7313,猓
02528,A02528,7319,猙
02529,A02529,7336,猶
02530,A02530,7325,猥
02531,A02531,7334,猴
02532,A02532,7329,猩
02533,A02533,7337,猷
02534,A02534,7345,獅
02535,A02535,733f,猿
02536,A02536,733e,猾
02537,A02537,7344,獄
02538,A02538,7350,獐
02539,A02539,734e,獎
02540,A02540,7357,獗
02541,A02541,7368,獨
02542,A02542,7370,獰
02543,A02543,7372,獲
02544,A02544,7377,獷
02545,A02545,7375,獵
02546,A02546,7378,獸
02547,A02547,737a,獺
02548,A02548,737b,獻
02549,A02549,7380,玀
02550,A02550,7384,玄
02551,A02551,7387,率
02552,A02552,738b,王
02553,A02553,7389,玉
02554,A02554,7396,玖
02555,A02555,73a9,玩
02556,A02556,73a8,玨
02557,A02557,739f,玟
02558,A02558,73ab,玫
02559,A02559,73b7,玷
02560,A02560,73ca,珊
02561,A02561,73bb,玻
02562,A02562,73b2,玲
02563,A02563,73cd,珍
02564,A02564,73c0,珀
02565,A02565,73b3,玳
02566,A02566,73ed,班
02567,A02567,7409,琉
02568,A02568,73ee,珮
02569,A02569,73e0,珠
02570,A02570,7405,琅
02571,A02571,740a,琊
02572,A02572,7403,球
02573,A02573,7406,理
02574,A02574,73fe,現
02575,A02575,740d,琍
02576,A02576,743a,琺
02577,A02577,742a,琪
02578,A02578,7433,琳
02579,A02579,7422,琢
02580,A02580,7425,琥
02581,A02581,7435,琵
02582,A02582,7436,琶
02583,A02583,7434,琴
02584,A02584,746f,瑯
02585,A02585,745a,瑚
02586,A02586,7455,瑕
02587,A02587,745f,瑟
02588,A02588,745e,瑞
02589,A02589,7441,瑁
02590,A02590,743f,琿
02591,A02591,7459,瑙
02592,A02592,745b,瑛
02593,A02593,745c,瑜
02594,A02594,7464,瑤
02595,A02595,7463,瑣
02596,A02596,746a,瑪
02597,A02597,7470,瑰
02598,A02598,7469,瑩
02599,A02599,748b,璋
02600,A02600,7483,璃
02601,A02601,749c,璜
02602,A02602,74a3,璣
02603,A02603,74a9,璩
02604,A02604,74b0,環
02605,A02605,74a6,璦
02606,A02606,74a7,璧
02607,A02607,74bd,璽
02608,A02608,74ca,瓊
02609,A02609,74cf,瓏
02610,A02610,74dc,瓜
02611,A02611,74e0,瓠
02612,A02612,74e2,瓢
02613,A02613,74e3,瓣
02614,A02614,74e6,瓦
02615,A02615,74f6,瓶
02616,A02616,74f7,瓷
02617,A02617,7504,甄
02618,A02618,750c,甌
02619,A02619,7515,甕
02620,A02620,7518,甘
02621,A02621,751a,甚
02622,A02622,751c,甜
02623,A02623,751f,生
02624,A02624,7522,產
02625,A02625,7525,甥
02626,A02626,7526,甦
02627,A02627,7528,用
02628,A02628,7529,甩
02629,A02629,752c,甬
02630,A02630,752b,甫
02631,A02631,752d,甭
02632,A02632,7530,田
02633,A02633,7531,由
02634,A02634,7532,甲
02635,A02635,7533,申
02636,A02636,7537,男
02637,A02637,7538,甸
02638,A02638,753d,甽
02639,A02639,754f,畏
02640,A02640,754c,界
02641,A02641,7554,畔
02642,A02642,755d,畝
02643,A02643,755c,畜
02644,A02644,755a,畚
02645,A02645,7559,留
02646,A02646,7565,略
02647,A02647,7566,畦
02648,A02648,7562,畢
02649,A02649,7570,異
02650,A02650,756b,畫
02651,A02651,756a,番
02652,A02652,7576,當
02653,A02653,7578,畸
02654,A02654,7587,疇
02655,A02655,7586,疆
02656,A02656,758a,疊
02657,A02657,758b,疋
02658,A02658,758f,疏
02659,A02659,7591,疑
02660,A02660,759d,疝
02661,A02661,7599,疙
02662,A02662,759a,疚
02663,A02663,75ab,疫
02664,A02664,75a4,疤
02665,A02665,75a5,疥
02666,A02666,75be,疾
02667,A02667,75c5,病
02668,A02668,75c7,症
02669,A02669,75b2,疲
02670,A02670,75b3,疳
02671,A02671,75bd,疽
02672,A02672,75bc,疼
02673,A02673,75b9,疹
02674,A02674,75ca,痊
02675,A02675,75d4,痔
02676,A02676,75d5,痕
02677,A02677,75b5,疵
02678,A02678,75e2,痢
02679,A02679,75db,痛
02680,A02680,75e3,痣
02681,A02681,75d9,痙
02682,A02682,75d8,痘
02683,A02683,75de,痞
02684,A02684,7600,瘀
02685,A02685,75f0,痰
02686,A02686,7601,瘁
02687,A02687,75f2,痲
02688,A02688,75f1,痱
02689,A02689,75fa,痺
02690,A02690,75ff,痿
02691,A02691,75f4,痴
02692,A02692,7627,瘧
02693,A02693,760d,瘍
02694,A02694,760b,瘋
02695,A02695,7609,瘉
02696,A02696,7613,瘓
02697,A02697,7620,瘠
02698,A02698,7629,瘩
02699,A02699,761f,瘟
02700,A02700,7624,瘤
02701,A02701,7626,瘦
02702,A02702,7621,瘡
02703,A02703,7634,瘴
02704,A02704,7638,瘸
02705,A02705,7646,癆
02706,A02706,7642,療
02707,A02707,764c,癌
02708,A02708,7656,癖
02709,A02709,7658,癘
02710,A02710,7652,癒
02711,A02711,7662,癢
02712,A02712,7665,癥
02713,A02713,7669,癩
02714,A02714,766e,癮
02715,A02715,766c,癬
02716,A02716,7671,癱
02717,A02717,7672,癲
02718,A02718,7678,癸
02719,A02719,767b,登
02720,A02720,767c,發
02721,A02721,767d,白
02722,A02722,767e,百
02723,A02723,7682,皂
02724,A02724,7684,的
02725,A02725,7686,皆
02726,A02726,7687,皇
02727,A02727,7688,皈
02728,A02728,768e,皎
02729,A02729,7696,皖
02730,A02730,7693,皓
02731,A02731,769a,皚
02732,A02732,76ae,皮
02733,A02733,76b0,皰
02734,A02734,76b4,皴
02735,A02735,76ba,皺
02736,A02736,76bf,皿
02737,A02737,76c2,盂
02738,A02738,76c8,盈
02739,A02739,76c6,盆
02740,A02740,76c3,盃
02741,A02741,76ca,益
02742,A02742,76cd,盍
02743,A02743,76ce,盎
02744,A02744,76d4,盔
02745,A02745,76d2,盒
02746,A02746,76db,盛
02747,A02747,76dc,盜
02748,A02748,76de,盞
02749,A02749,76df,盟
02750,A02750,76e1,盡
02751,A02751,76e3,監
02752,A02752,76e4,盤
02753,A02753,76e7,盧
02754,A02754,76e5,盥
02755,A02755,76ea,盪
02756,A02756,76ee,目
02757,A02757,76ef,盯
02758,A02758,76f2,盲
02759,A02759,76f4,直
02760,A02760,7701,省
02761,A02761,76f9,盹
02762,A02762,76f8,相
02763,A02763,7709,眉
02764,A02764,770b,看
02765,A02765,76fe,盾
02766,A02766,76fc,盼
02767,A02767,7729,眩
02768,A02768,771f,真
02769,A02769,7720,眠
02770,A02770,7728,眨
02771,A02771,7737,眷
02772,A02772,773e,眾
02773,A02773,773c,眼
02774,A02774,7736,眶
02775,A02775,7738,眸
02776,A02776,773a,眺
02777,A02777,774f,睏
02778,A02778,775b,睛
02779,A02779,776b,睫
02780,A02780,7766,睦
02781,A02781,775e,睞
02782,A02782,7763,督
02783,A02783,7779,睹
02784,A02784,776a,睪
02785,A02785,776c,睬
02786,A02786,775c,睜
02787,A02787,7765,睥
02788,A02788,7768,睨
02789,A02789,7784,瞄
02790,A02790,777d,睽
02791,A02791,777f,睿
02792,A02792,7761,睡
02793,A02793,778e,瞎
02794,A02794,7787,瞇
02795,A02795,778c,瞌
02796,A02796,7791,瞑
02797,A02797,77a0,瞠
02798,A02798,779e,瞞
02799,A02799,779f,瞟
02800,A02800,77a5,瞥
02801,A02801,77b3,瞳
02802,A02802,77aa,瞪
02803,A02803,77b0,瞰
02804,A02804,77ac,瞬
02805,A02805,77a7,瞧
02806,A02806,77ad,瞭
02807,A02807,77bd,瞽
02808,A02808,77bf,瞿
02809,A02809,77bb,瞻
02810,A02810,77c7,矇
02811,A02811,77d3,矓
02812,A02812,77d7,矗
02813,A02813,77da,矚
02814,A02814,77db,矛
02815,A02815,77dc,矜
02816,A02816,77e2,矢
02817,A02817,77e3,矣
02818,A02818,77e5,知
02819,A02819,77e9,矩
02820,A02820,77ed,短
02821,A02821,77ee,矮
02822,A02822,77ef,矯
02823,A02823,77f3,石
02824,A02824,77fd,矽
02825,A02825,7802,砂
02826,A02826,7814,研
02827,A02827,780c,砌
02828,A02828,780d,砍
02829,A02829,7830,砰
02830,A02830,7827,砧
02831,A02831,7838,砸
02832,A02832,781d,砝
02833,A02833,7834,破
02834,A02834,7837,砷
02835,A02835,7825,砥
02836,A02836,782d,砭
02837,A02837,786b,硫
02838,A02838,7843,硃
02839,A02839,785d,硝
02840,A02840,786c,硬
02841,A02841,786f,硯
02842,A02842,788e,碎
02843,A02843,78b0,碰
02844,A02844,7897,碗
02845,A02845,7898,碘
02846,A02846,788c,碌
02847,A02847,7889,碉
02848,A02848,787c,硼
02849,A02849,7891,碑
02850,A02850,78c1,磁
02851,A02851,789f,碟
02852,A02852,78a7,碧
02853,A02853,78b3,碳
02854,A02854,78a9,碩
02855,A02855,78cb,磋
02856,A02856,78c5,磅
02857,A02857,78ba,確
02858,A02858,78ca,磊
02859,A02859,78be,碾
02860,A02860,78d5,磕
02861,A02861,78bc,碼
02862,A02862,78d0,磐
02863,A02863,78e8,磨
02864,A02864,78da,磚
02865,A02865,78ec,磬
02866,A02866,78f7,磷
02867,A02867,78fa,磺
02868,A02868,78f4,磴
02869,A02869,78ef,磯
02870,A02870,7901,礁
02871,A02871,790e,礎
02872,A02872,7919,礙
02873,A02873,7926,礦
02874,A02874,792a,礪
02875,A02875,792c,礬
02876,A02876,792b,礫
02877,A02877,793a,示
02878,A02878,793e,社
02879,A02879,7940,祀
02880,A02880,7941,祁
02881,A02881,7946,祆
02882,A02882,7949,祉
02883,A02883,7948,祈
02884,A02884,7947,祇
